product_id,product_brand,product_name,product_sku,product_retail_price,product_cost,product_weight,recyclable,low_fat
276,Natures Best,Natures Best Reduced Fat Onions,NB-00276-C,2.7,,1.41,0,0
277,Meadowbrook,Meadowbrook Value Pack Dish Soap,M-00277-A,10.27,4.15,3.05,N,0
278,Natures Best,Natures Best Original Waffles,NB-00278-N,4.57,2.98,1.15,yes,False
279,Silver Creek,Silver Creek Fresh Juice,SC-00279-D,5.01,2.24,0.75,0,0
280,EcoHarvest,EcoHarvest Organic Pretzels,E-00280-M,3.61,1.33,0.93,0,0
281,Family Choice,Family Choice Value Pack Toothpaste,FC-00281-D,$6.96,2.85,1.12,1,0.0
282,Coastal Fresh,Coastal Fresh Organic Laundry Detergent,CF-00282-X,10.88,5.76,,False,0.0
283,Farmhouse Select,Farmhouse Select Gourmet Bacon,fs-00283-z,5.23,2.37,1.49,False,1
284,BluePeak,BluePeak Fresh Bar Soap,B-00284-K,8.55,3.65,0.91,0,0
285,Crystal Springs,Crystal Springs Deluxe Bacon,CS-00285-I,$10.80,,1.54,0,0
286,Golden Valley,Golden Valley Classic Bar Soap,GV-00286-Z,3.16,1.69,0.39,0,No
287,Coastal Fresh,Coastal Fresh Extra Crunchy Apples,CF-00287-Q,1.17,0.76,1.34,0.0,0
288,MEADOWBROOK,Meadowbrook Extra Crunchy Aluminum Foil,M-00288-Z,2.21,1.29,3.19,0,0
289,BluePeak,BluePeak Organic Salmon Fillet,B-00289-D,13.27,7.49,0.52,1,False
290,Natures Best,Natures Best Fresh Ham,nb-00290-i,10.27,3.94,1.07,N,No
291,Crystal Springs,Crystal Springs Low Sodium Shrimp,CS-00291-Z,12.18,5.7,1.26,1,0.0
292,Hilltop Farms,Hilltop Farms Lite Toothpaste,HF-00292-B,10.08,4.56,0.84,1,0
293,BluePeak,BluePeak Lite Juice,B-00293-U,6.18,2.64,1.32,0,False
294,Everyday Basics,Everyday Basics Jumbo Coffee,EB-00294-Q,5.93,3.78,0.7,1,0
295,Hilltop Farms,Hilltop Farms Lite Frozen Pizza,HF-00295-S,8.44,4.8,1.1,1,0
296,Family Choice,Family Choice Lite Waffles,FC-00296-Y,8.49,5.43,1.46,1,False
297,Golden Valley,Golden Valley Low Sodium Sausage,GV-00297-F,3.12,1.87,2.68,No,no
298,Pure Origins,Pure Origins Traditional Ice Cream,PO-00298-R,$8.49,5.64,1.39,True,0
299,Prime Select,Prime Select Value Pack Dish Soap,PS-00299-S,2.23,0.92,1.51,No,0
300,Natures Best,Natures Best Fresh Tea,NB-00300-L,1.95,0.87,2.48,1,0
301,COASTAL FRESH,Coastal Fresh Family Size Cream,CF-00301-D,4.96,2.25,0.54,0,False
302,Golden Harvest,Golden Harvest Extra Crunchy Tea,GH-00302-T,2.36,1.12,2.97,1,0
303,Meadowbrook,Meadowbrook Deluxe Cream,M-00303-H,6.48,2.94,1.28,1,0
304,  EcoHarvest  ,EcoHarvest Organic Carrots,E-00304-T,$2.94,1.89,1.09,0,0
305,Heritage Foods,Heritage Foods Traditional Deodorant,HF-00305-T,4.21,2.35,1.07,1.0,0
306,Coastal Fresh,Coastal Fresh Value Pack Trash Bags,cf-00306-w,9.09,5.89,1.72,Y,0
307,ecoharvest,EcoHarvest Classic Onions,E-00307-I,1.79,1.17,1.62,1,0
308,BluePeak,BluePeak Classic Bacon,B-00308-G,5.34,2.83,2.91,Y,1
309,Natures Best,Natures Best Extra Crunchy Butter,NB-00309-X,3.25,1.78,2.29,0,yes
310,Urban Pantry,Urban Pantry Original Waffles,UP-00310-R,3.12,1.61,2.55,1,No
311,GreenLeaf,GreenLeaf Reduced Fat Vitamins,g-00311-y,9.36,6.07,1.12,0,0
312,GreenLeaf,GreenLeaf Deluxe Dish Soap,G-00312-N,3.56,2.19,1.31,no,False
313,Hilltop Farms,Hilltop Farms Fresh Cookies,hf-00313-f,4.71,2.44,0.22,1,0
314,Farmhouse Select,Farmhouse Select Family Size Frozen Vegetables,FS-00314-P,4.78,3.02,2.39,Y,0
315,Meadowbrook,Meadowbrook Traditional Tortilla Chips,M-00315-V,3.75,2.52,0.68,1,0
316,Everyday Basics,Everyday Basics Value Pack Tomatoes,EB-00316-L,2.28,0.82,1.21,0,False
317,Northern Mills,Northern Mills Extra Crunchy Tea,NM-00317-U,5.65,3.19,1.44,0,0
318,Premium Choice,Premium Choice Family Size Laundry Detergent,PC-00318-A,10.65,6.93,3.41,no,0
319,Value Plus,Value Plus Deluxe Deodorant,VP-00319-C,6.89,4.03,0.91,False,0
320,Prime Select,Prime Select Traditional Juice,PS-00320-L,7.93,4.53,0.55,yes,0
321,Meadowbrook,Meadowbrook Classic Vitamins,M-00321-K,8.91,5.97,1.09,0,0
322,Everyday Basics,Everyday Basics Mini Paper Towels,EB-00322-S,4.2,2.45,2.53,1,0
323,Silver Creek,Silver Creek Family Size Ice Cream,SC-00323-U,7.84,3.33,1.34,no,0
324,Prime Select,Prime Select Traditional Pork Chops,PS-00324-Z,10.96,5.56,3.38,0,yes
325,American Classic,American Classic Reduced Fat Cheese,AC-00325-A,2.1,1.04,2.22,True,0
326,Pure Origins,Pure Origins Family Size Cod,PO-00326-W,13.18,8.0,1.62,1,No
327,Premium Choice,Premium Choice Reduced Fat Popcorn,PC-00327-O,3.3,1.69,0.94,0,No
328,Natures Best  ,Natures Best Traditional Paper Towels,NB-00328-U,6.96,4.63,1.14,1,0
329,  Coastal Fresh  ,Coastal Fresh Family Size Lotion,CF-00329-R,6.65,3.26,0.29,0,0
330,TrueTaste,TrueTaste Classic Donuts,T-00330-L,5.24,2.98,1.21,0,0
331,Coastal Fresh,Coastal Fresh Jumbo Potato Chips,CF-00331-C,4.82,,,1.0,0
332,Coastal Fresh,Coastal Fresh Jumbo Rolls,CF-00332-Y,$2.38,1.64,0.6,1,N
333,Heritage Foods,Heritage Foods Low Sodium Trash Bags,HF-00333-V,9.97,3.67,1.29,0,0
334,Silver Creek,Silver Creek Jumbo Shrimp,SC-00334-P,11.71,4.18,2.5,1,0
335,TrueTaste,TrueTaste Classic Aluminum Foil,T-00335-G,4.0,1.4,1.83,Yes,0
336,Pure Origins,Pure Origins Original Tomatoes,PO-00336-M,0.62,0.27,0.57,0,0
337,Wholesome Co,Wholesome Co Fresh Laundry Detergent,WC-00337-W,4.99,2.39,3.71,1,0
338,Heritage Foods,Heritage Foods Organic Cookies,HF-00338-W,2.6,1.02,0.88,1.0,0
339,value plus,Value Plus Deluxe Tuna,VP-00339-O,4.2,2.89,0.77,False,False
340,TrueTaste,TrueTaste Traditional Dish Soap,T-00340-G,3.71,1.98,3.61,0,0.0
341,Farmhouse Select,Farmhouse Select Classic Deodorant,FS-00341-L,8.44,3.32,0.27,1,
342,Sunrise Organics,Sunrise Organics Classic Sour Cream,SO-00342-I,4.88,1.84,1.81,0,0
343,Urban Pantry,Urban Pantry Mini Napkins,UP-00343-T,6.97,4.25,1.48,1,0
344,Wholesome Co,Wholesome Co Jumbo Frozen Vegetables,WC-00344-G,5.02,3.22,1.78,0,N
345,Sunrise Organics,Sunrise Organics Original Croissants,SO-00345-Z,$4.98,2.95,1.1,0,0
346,Natures Best,Natures Best Extra Crunchy Dish Soap,NB-00346-V,$2.81,1.45,0.98,no,0
347,Meadowbrook,Meadowbrook Traditional Donuts,M-00347-B,2.99,1.54,0.79,True,0
348,EcoHarvest,EcoHarvest Deluxe Paper Towels,E-00348-H,3.92,,3.45,0,0
349,  Golden Valley  ,Golden Valley Deluxe Ice Cream,GV-00349-T,2.03,1.37,2.3,1,Y
350,Natures Best,Natures Best Extra Crunchy Crackers,NB-00350-A,4.53,2.49,0.37,N,False
351,Farmhouse Select,Farmhouse Select Family Size Crackers,FS-00351-I,3.12,2.09,0.87,1,0
352,Northern Mills,Northern Mills Extra Crunchy Tilapia,NM-00352-M,12.71,5.26,2.25,1,False
353,Meadowbrook,Meadowbrook Classic Pork Chops,M-00353-R,8.21,3.17,2.6,1,no
354,Wholesome Co,Wholesome Co Organic Sports Drink,WC-00354-B,2.6,1.46,0.75,True,0
355,Sunrise Organics,Sunrise Organics Extra Crunchy Coffee,SO-00355-I,4.09,2.61,2.92,1,False
356,GreenLeaf,GreenLeaf Family Size Ice Cream,G-00356-P,8.69,3.29,1.67,1,0
357,Golden Harvest,Golden Harvest Family Size Crackers,GH-00357-M,1.86,1.01,0.77,Yes,0
358,Hilltop Farms,Hilltop Farms Gourmet Salmon Fillet,HF-00358-K,11.93,7.54,1.39,N,0
359,Everyday Basics  ,Everyday Basics Family Size Potato Chips,EB-00359-D,1.83,0.78,0.98,1,0.0
360,American Classic,American Classic Jumbo Lotion,AC-00360-L,6.17,3.82,0.76,0,0
361,Urban Pantry,Urban Pantry Original Waffles,UP-00361-A,8.49,5.78,2.69,0,False
362,Value Plus,Value Plus Classic Sour Cream,vp-00362-p,1.3,0.55,0.64,Yes,0
363,Premium Choice,Premium Choice Fresh Aluminum Foil,PC-00363-F,5.43,3.42,0.96,0.0,0
364,Pure Origins,Pure Origins Family Size Tea,PO-00364-G,5.36,2.8,1.9,0,0
365,Value Plus,Value Plus Traditional Ice Cream,VP-00365-A,$4.15,2.73,1.56,0,0
366,Pure Origins,Pure Origins Organic Milk,PO-00366-W,4.83,2.06,,True,0
367,TrueTaste,TrueTaste Extra Crunchy Bacon,T-00367-B,11.07,7.12,0.94,No,0.0
368,Pure Origins,Pure Origins Extra Crunchy Apples,PO-00368-K,1.78,1.1,2.54,0,0
369,Wholesome Co,Wholesome Co Organic Muffins,WC-00369-V,3.09,1.24,0.36,1,0
370,BluePeak,BluePeak Traditional Donuts,B-00370-F,3.5,2.42,1.38,0,0.0
371,GreenLeaf,GreenLeaf Family Size Popcorn,G-00371-J,3.6,1.85,0.39,0,0
372,American Classic,American Classic Original Croissants,AC-00372-E,$4.76,1.74,1.08,0,0
373,American Classic,American Classic Fresh Pretzels,AC-00373-D,1.52,0.54,0.44,1,0
374,Golden Valley,Golden Valley Lite Onions,GV-00374-R,0.85,,2.22,0,0
375,BLUEPEAK,BluePeak Value Pack Rolls,B-00375-P,5.48,2.83,0.75,0,N
376,Crystal Springs,Crystal Springs Jumbo Cookies,CS-00376-B,4.0,2.1,0.24,0,0
377,Heritage Foods,Heritage Foods Traditional Chicken Breast,HF-00377-X,4.09,2.19,3.2,0,0
378,Meadowbrook,Meadowbrook Classic Butter,M-00378-F,6.03,2.19,1.15,True,0
379,GreenLeaf,GreenLeaf Classic Milk,G-00379-F,4.98,2.97,1.11,0,0
380,Heritage Foods,Heritage Foods Mini Bagels,HF-00380-Y,2.31,1.47,1.38,0,0
381,Meadowbrook,Meadowbrook Mini Cheese,M-00381-J,3.22,1.89,1.69,0,Y
382,Premium Choice,Premium Choice Value Pack Ham,PC-00382-K,6.4,4.42,2.76,1,1
383,Natures Best,Natures Best Lite Rolls,NB-00383-Q,5.31,2.65,0.92,True,0
384,Prime Select,Prime Select Mini Lettuce,PS-00384-S,1.47,0.6,0.72,1,
385,Family Choice,Family Choice Reduced Fat Laundry Detergent,FC-00385-Y,2.98,1.46,1.88,No,0
386,Coastal Fresh,Coastal Fresh Organic Aluminum Foil,cf-00386-k,8.9,4.76,3.97,0,no
387,PRIME SELECT,Prime Select Lite Sausage,PS-00387-Z,6.87,2.43,2.41,Yes,0
388,Pure Origins,Pure Origins Lite Bar Soap,PO-00388-K,4.51,2.45,0.31,no,False
389,Crystal Springs,Crystal Springs Reduced Fat Tomatoes,CS-00389-Z,0.98,0.66,1.13,No,0
390,Pure Origins,Pure Origins Classic Lettuce,PO-00390-C,3.43,1.4,1.59,False,0
391,Sunrise Organics  ,Sunrise Organics Low Sodium Popcorn,SO-00391-X,4.92,2.33,0.39,0,0
392,Wholesome Co,Wholesome Co Jumbo TV Dinner,WC-00392-F,6.42,4.29,0.84,0,1
393,Golden Valley  ,Golden Valley Value Pack Soda,GV-00393-H,$1.69,1.12,2.23,1,no
394,Prime Select,Prime Select Extra Crunchy Ice Cream,PS-00394-L,5.79,6.94,1.38,N,No
395,bluepeak,BluePeak Jumbo Bar Soap,B-00395-D,8.93,4.81,0.55,1,False
396,Prime Select,Prime Select Lite Cod,PS-00396-U,10.05,6.74,0.95,0.0,0
397,Silver Creek,Silver Creek Classic Sausage,SC-00397-K,$8.13,4.92,0.92,1,no
398,EcoHarvest,EcoHarvest Reduced Fat Bread,E-00398-Q,3.25,1.23,0.74,0,0
399,Northern Mills,Northern Mills Extra Crunchy Lotion,NM-00399-L,6.66,3.9,0.46,1,0
400,Heritage Foods,Heritage Foods Deluxe Aluminum Foil,HF-00400-T,4.97,2.38,1.46,yes,0
401,Value Plus,Value Plus Gourmet Sour Cream,VP-00401-N,2.82,1.86,2.49,1,0
402,  Crystal Springs,Crystal Springs Value Pack Paper Towels,CS-00402-T,9.44,4.05,1.58,1,0
403,TrueTaste,TrueTaste Extra Crunchy Pretzels,T-00403-Z,3.7,1.37,0.29,0,1
404,Silver Creek,Silver Creek Deluxe Bottled Water,SC-00404-D,5.67,3.92,2.12,True,0
405,Premium Choice,Premium Choice Classic Bottled Water,PC-00405-D,6.64,4.19,2.65,0.0,0
406,Coastal Fresh,Coastal Fresh Classic Tuna,CF-00406-G,6.73,4.5,2.3,N,N
407,Sunrise Organics,Sunrise Organics Mini Vitamins,so-00407-k,10.42,4.25,0.24,no,
408,Golden Valley,Golden Valley Family Size Bar Soap,GV-00408-T,11.06,4.03,0.62,False,N
409,Pure Origins,Pure Origins Organic Tilapia,PO-00409-W,6.53,3.55,0.52,1,0
410,Everyday Basics,Everyday Basics Family Size Yogurt,EB-00410-G,4.72,3.24,1.79,0,
411,Hilltop Farms,Hilltop Farms Original Lotion,HF-00411-G,11.57,4.7,0.71,No,False
412,Meadowbrook,Meadowbrook Classic Ham,M-00412-Y,8.65,,,0,1
413,Heritage Foods,Heritage Foods Low Sodium Bacon,HF-00413-W,5.93,2.45,1.49,0,True
414,Family Choice,Family Choice Traditional Trash Bags,FC-00414-J,8.96,4.96,3.4,0,
415,EcoHarvest,EcoHarvest Extra Crunchy Dish Soap,E-00415-Y,2.29,0.81,1.76,1,no
416,American Classic,American Classic Jumbo Bananas,AC-00416-X,3.71,,2.13,1.0,False
417,Wholesome Co,Wholesome Co Mini Muffins,WC-00417-J,1.52,0.94,0.76,1,0
418,Coastal Fresh,Coastal Fresh Classic Juice,CF-00418-V,5.13,2.35,2.02,1,False
419,TrueTaste,TrueTaste Classic Bottled Water,T-00419-V,7.61,3.52,2.94,0,0
420,Coastal Fresh,Coastal Fresh Reduced Fat Carrots,CF-00420-K,1.14,0.75,1.05,Y,0
421,BluePeak,BluePeak Original Muffins,B-00421-N,3.44,2.08,0.5,1,0
422,Everyday Basics,Everyday Basics Traditional Cookies,EB-00422-C,4.09,1.91,0.82,False,1
423,GreenLeaf,GreenLeaf Classic Sports Drink,G-00423-S,5.51,2.55,2.36,Y,0
424,BluePeak,BluePeak Reduced Fat Dish Soap,B-00424-J,$7.63,3.65,3.33,0,0
425,pure origins,Pure Origins Traditional Sausage,PO-00425-C,11.56,4.19,1.31,0,Y
426,Northern Mills,Northern Mills Classic Waffles,NM-00426-Q,6.75,4.51,1.76,1,0
427,Wholesome Co,Wholesome Co Value Pack Milk,WC-00427-R,5.99,3.66,1.76,1,0
428,Golden Valley,Golden Valley Traditional Frozen Fries,GV-00428-J,8.33,5.25,2.63,0,0
429,  Coastal Fresh,Coastal Fresh Value Pack Cod,CF-00429-L,12.8,8.82,0.55,1,0
430,WHOLESOME CO,Wholesome Co Fresh Donuts,WC-00430-X,3.0,1.59,0.41,1.0,False
431,TrueTaste,TrueTaste Value Pack Cod,T-00431-Q,14.36,5.94,1.04,0,0
432,Prime Select,Prime Select Family Size Pork Chops,PS-00432-Y,11.62,14.07,,1.0,0
433,  American Classic  ,American Classic Classic Paper Towels,AC-00433-O,4.36,1.63,2.86,0,0
434,GreenLeaf,GreenLeaf Traditional Chicken Breast,G-00434-A,11.4,7.5,2.88,1,N
435,Sunrise Organics,Sunrise Organics Deluxe Deodorant,SO-00435-J,7.37,4.38,0.89,Y,N
436,Golden Harvest,Golden Harvest Fresh Cod,GH-00436-K,7.15,4.78,1.94,1,False
437,  Meadowbrook  ,Meadowbrook Lite Paper Towels,M-00437-K,$10.49,4.67,,0,0
438,Value Plus,Value Plus Deluxe Tortilla Chips,VP-00438-U,4.69,1.87,0.5,,1
439,  EcoHarvest,EcoHarvest Gourmet Frozen Vegetables,E-00439-E,7.36,2.59,2.99,1,0
440,Crystal Springs,Crystal Springs Traditional Chicken Breast,CS-00440-O,8.33,3.64,1.38,0,1
441,Premium Choice,Premium Choice Extra Crunchy Donuts,PC-00441-Q,2.71,1.09,1.22,1,no
442,EcoHarvest,EcoHarvest Original Sour Cream,E-00442-C,3.92,1.75,2.47,1,1
443,Sunrise Organics,Sunrise Organics Original Sausage,SO-00443-I,3.16,2.06,1.91,0,False
444,Hilltop Farms,Hilltop Farms Mini Vitamins,HF-00444-T,11.33,4.75,0.3,0,no
445,Golden Harvest,Golden Harvest Jumbo Cheese,GH-00445-Z,1.75,1.19,2.32,1,0
446,Meadowbrook,Meadowbrook Lite Butter,M-00446-C,5.74,2.61,2.0,1,0
447,Sunrise Organics,Sunrise Organics Value Pack Chicken Breast,SO-00447-B,3.24,1.91,1.53,1,0
448,BluePeak,BluePeak Classic Bread,B-00448-A,3.03,1.49,0.69,1,no
449,vALUE pLUS,Value Plus Original Cream,VP-00449-P,$2.83,1.48,1.95,1,0
450,GreenLeaf,GreenLeaf Value Pack Bread,G-00450-V,2.92,1.45,1.3,1,0.0
451,Meadowbrook,Meadowbrook Extra Crunchy Tomatoes,M-00451-H,1.43,0.59,1.28,1,0
452,Golden Harvest,Golden Harvest Low Sodium Juice,GH-00452-Y,7.17,3.99,2.94,0,No
453,wHOLESOME cO,Wholesome Co Deluxe Aluminum Foil,WC-00453-A,8.27,4.92,1.61,0,False
454,Golden Valley,Golden Valley Lite Bagels,GV-00454-P,2.12,,0.77,1,No
455,Urban Pantry,Urban Pantry Original Salmon Fillet,UP-00455-U,13.51,5.03,1.1,no,False
456,BluePeak,BluePeak Mini Bacon,B-00456-W,6.52,2.97,3.07,True,0
457,Heritage Foods,Heritage Foods Extra Crunchy Crackers,HF-00457-L,4.89,2.77,0.46,0,1
458,TrueTaste,TrueTaste Extra Crunchy Shampoo,T-00458-V,10.95,5.31,1.18,0,0.0
459,  Natures Best,Natures Best Family Size Shrimp,NB-00459-N,13.64,8.82,1.27,0,0
460,GreenLeaf,GreenLeaf Original Crab Legs,G-00460-U,14.58,8.97,0.86,0,0
461,Crystal Springs,Crystal Springs Low Sodium Cookies,cs-00461-d,2.03,0.79,0.86,Yes,No
462,Premium Choice,Premium Choice Lite Bagels,PC-00462-J,1.83,1.14,0.8,1,no
463,NATURES BEST,Natures Best Value Pack Frozen Pizza,NB-00463-M,3.8,2.1,2.27,1,0.0
464,Urban Pantry,Urban Pantry Lite Bar Soap,UP-00464-F,5.81,3.1,0.54,1,False
465,hERITAGE fOODS,Heritage Foods Deluxe Lotion,HF-00465-N,5.12,2.53,0.49,Yes,0
466,TrueTaste,TrueTaste Mini Shrimp,T-00466-S,13.75,7.94,2.37,1,0
467,Sunrise Organics,Sunrise Organics Fresh Crab Legs,SO-00467-J,8.76,5.65,2.45,yes,no
468,Crystal Springs,Crystal Springs Jumbo Laundry Detergent,CS-00468-T,$2.74,1.48,1.56,1,0
469,Farmhouse Select,Farmhouse Select Value Pack Cheese,FS-00469-A,2.57,1.29,1.53,1,1
470,Wholesome Co,Wholesome Co Lite Sausage,WC-00470-J,11.53,5.39,2.59,1,1
471,natures best,Natures Best Low Sodium Bar Soap,NB-00471-I,5.25,2.2,0.66,1.0,0
472,Urban Pantry,Urban Pantry Jumbo Popcorn,UP-00472-R,1.65,1.15,0.94,Yes,True
473,EcoHarvest,EcoHarvest Family Size Ice Cream,E-00473-S,$4.88,3.15,0.99,1.0,0
474,Northern Mills,Northern Mills Fresh Potato Chips,NM-00474-C,4.74,2.45,0.76,N,N
475,Heritage Foods,Heritage Foods Lite Tuna,HF-00475-Y,6.27,2.64,1.65,0,no
476,  hilltop farms,Hilltop Farms Gourmet Bananas,HF-00476-E,3.99,1.42,1.16,1,0
477,Northern Mills,Northern Mills Deluxe Muffins,NM-00477-N,3.25,1.95,0.5,0,False
478,HILLTOP FARMS,Hilltop Farms Mini Juice,HF-00478-I,4.53,2.69,2.85,0,N
479,EcoHarvest,EcoHarvest Classic Muffins,E-00479-V,$4.34,1.78,0.6,0,0
480,Value Plus,Value Plus Gourmet Cod,VP-00480-R,15.8,5.86,0.89,0,0
481,BluePeak,BluePeak Gourmet Bacon,B-00481-U,4.82,2.66,2.86,0,0
482,TRUETASTE,TrueTaste Jumbo Tomatoes,T-00482-J,1.25,0.57,1.4,1,0.0
483,BluePeak,BluePeak Deluxe Carrots,B-00483-L,3.54,1.92,1.32,1,N
484,BluePeak,BluePeak Jumbo Coffee,B-00484-E,2.06,1.23,2.18,1,0
485,Premium Choice,Premium Choice Organic Waffles,PC-00485-P,4.98,2.58,2.62,Yes,yes
486,northern mills,Northern Mills Fresh Sports Drink,nm-00486-w,4.96,2.36,2.57,1,0
487,Wholesome Co,Wholesome Co Lite Tomatoes,WC-00487-C,$1.87,0.75,1.03,Y,False
488,  NORTHERN MILLS  ,Northern Mills Lite Popcorn,NM-00488-D,1.76,0.95,0.24,yes,0.0
489,BluePeak,BluePeak Original Trash Bags,B-00489-Y,$7.93,3.78,1.63,1,0
490,Everyday Basics,Everyday Basics Classic Bread,EB-00490-E,2.29,1.24,1.29,True,0
491,Wholesome Co,Wholesome Co Jumbo Lettuce,wc-00491-v,3.49,1.94,1.65,N,0
492,Coastal Fresh,Coastal Fresh Organic Donuts,CF-00492-O,2.1,1.36,1.09,0,0.0
493,GreenLeaf,GreenLeaf Extra Crunchy Toothpaste,G-00493-E,5.63,2.48,0.22,1,0
494,Urban Pantry,Urban Pantry Family Size Cod,UP-00494-C,$13.65,7.31,1.67,0,No
495,tRUEtASTE,TrueTaste Lite Cod,T-00495-W,7.76,4.12,1.64,0,0
496,Value Plus,Value Plus Organic Tomatoes,VP-00496-B,3.26,2.22,0.56,1,0
497,Natures Best,Natures Best Mini Sausage,NB-00497-F,8.05,,3.15,1,0
498,Crystal Springs,Crystal Springs Deluxe Juice,CS-00498-K,1.03,0.52,1.39,Y,0
499,Wholesome Co,Wholesome Co Reduced Fat Frozen Vegetables,WC-00499-P,8.89,,2.15,No,1
500,Crystal Springs,Crystal Springs Value Pack Milk,CS-00500-C,4.61,2.75,1.5,True,0
501,NORTHERN MILLS,Northern Mills Fresh Shrimp,NM-00501-Z,15.31,,1.2,0,No
502,GreenLeaf,GreenLeaf Lite Rolls,G-00502-H,4.41,2.93,1.4,No,0
503,Silver Creek,Silver Creek Jumbo Waffles,SC-00503-D,3.94,1.52,2.58,Yes,0
504,Heritage Foods,Heritage Foods Fresh Croissants,HF-00504-O,5.28,3.19,0.75,no,0
505,Coastal Fresh,Coastal Fresh Reduced Fat Sports Drink,CF-00505-M,2.32,1.04,0.89,yes,0
506,Everyday Basics,Everyday Basics Jumbo Cookies,eb-00506-x,4.84,,0.74,yes,1
507,Coastal Fresh,Coastal Fresh Gourmet Ground Beef,CF-00507-E,5.92,3.76,2.26,no,0
508,GreenLeaf,GreenLeaf Classic Ham,G-00508-I,9.23,4.81,1.21,0,True
509,Prime Select,Prime Select Original Carrots,PS-00509-B,1.32,0.57,1.4,1,0
510,Golden Harvest,Golden Harvest Fresh Cream,GH-00510-G,4.06,2.61,2.01,1,0
511,Everyday Basics,Everyday Basics Value Pack Aluminum Foil,EB-00511-I,3.81,1.51,1.24,0.0,0
512,hilltop farms,Hilltop Farms Organic Frozen Pizza,HF-00512-W,6.17,3.12,1.83,0.0,0
513,Northern Mills,Northern Mills Deluxe Laundry Detergent,NM-00513-E,$6.96,3.96,1.28,No,False
514,Heritage Foods,Heritage Foods Organic Muffins,HF-00514-G,3.84,2.02,0.56,1,0.0
515,TrueTaste,TrueTaste Original Paper Towels,T-00515-X,4.62,2.35,1.83,1,no
516,sILVER cREEK,Silver Creek Original Cod,SC-00516-X,15.21,8.37,0.97,True,0
517,TrueTaste,TrueTaste Mini Pretzels,T-00517-V,4.37,2.21,0.76,1,N
518,Value Plus,Value Plus Classic Sports Drink,VP-00518-D,3.12,1.75,0.62,0,0
519,BLUEPEAK,BluePeak Family Size Vitamins,B-00519-M,6.67,2.49,0.57,N,0
520,Golden Valley,Golden Valley Organic Tea,GV-00520-Q,6.14,3.05,1.12,Yes,0.0
521,ecoharvest,EcoHarvest Value Pack Ice Cream,E-00521-B,2.2,0.88,1.81,1.0,N
522,Silver Creek,Silver Creek Fresh Pork Chops,SC-00522-D,5.66,3.47,3.37,True,1
523,TrueTaste,TrueTaste Lite Butter,T-00523-R,5.26,1.93,2.08,1,0
524,Sunrise Organics,Sunrise Organics Mini Muffins,SO-00524-N,$4.00,2.39,1.09,0,N
525,Value Plus,Value Plus Extra Crunchy Lettuce,VP-00525-Q,1.02,0.38,0.8,0,0
526,BluePeak,BluePeak Low Sodium Cod,B-00526-J,9.57,4.22,0.53,1,0
527,Silver Creek,Silver Creek Mini Cod,sc-00527-x,14.25,7.38,0.63,0,N
528,TrueTaste,TrueTaste Classic Juice,T-00528-B,5.06,2.31,2.23,0,0
529,American Classic,American Classic Jumbo Sports Drink,AC-00529-U,3.3,1.81,1.0,yes,No
530,American Classic,American Classic Value Pack Sports Drink,AC-00530-F,5.71,2.5,1.55,1.0,no
531,Golden Harvest,Golden Harvest Deluxe Ham,GH-00531-R,8.01,3.3,3.14,1,0
532,BluePeak,BluePeak Reduced Fat Popcorn,B-00532-A,4.45,2.09,0.53,Y,0.0
533,Everyday Basics,Everyday Basics Family Size Frozen Vegetables,EB-00533-B,7.56,2.72,1.85,1,1
534,GreenLeaf,GreenLeaf Extra Crunchy Ground Beef,G-00534-T,5.02,2.53,1.85,N,0
535,Meadowbrook,Meadowbrook Fresh Salmon Fillet,M-00535-O,4.4,1.66,1.07,No,False
536,eVERYDAY bASICS,Everyday Basics Lite Paper Towels,EB-00536-K,2.14,1.22,1.14,0.0,0
537,Pure Origins,Pure Origins Original Apples,po-00537-r,$2.23,1.49,0.62,1,N
538,  Wholesome Co,Wholesome Co Mini Carrots,WC-00538-B,1.76,2.06,2.74,1,0
539,TrueTaste,TrueTaste Deluxe Rolls,T-00539-B,2.34,1.61,0.82,0,0
540,American Classic,American Classic Reduced Fat Cookies,AC-00540-F,2.49,0.93,0.59,False,0
541,Value Plus,Value Plus Original Carrots,VP-00541-P,2.36,1.24,1.08,N,False
542,Urban Pantry,Urban Pantry Family Size Pretzels,UP-00542-Z,2.32,1.03,0.51,No,0
543,Value Plus,Value Plus Lite Pork Chops,VP-00543-E,10.28,4.71,1.15,N,0
544,Northern Mills,Northern Mills Organic Laundry Detergent,NM-00544-S,4.04,2.05,1.35,1.0,0
545,Silver Creek,Silver Creek Traditional Tortilla Chips,SC-00545-U,3.14,1.3,0.59,0,0
546,Meadowbrook,Meadowbrook Extra Crunchy Lettuce,M-00546-I,2.2,1.29,2.21,Y,0
547,Prime Select,Prime Select Gourmet Soda,PS-00547-S,2.97,1.46,1.02,1,0
548,GreenLeaf,GreenLeaf Reduced Fat Vitamins,G-00548-N,10.75,5.28,0.6,0,N
549,Premium Choice,Premium Choice Value Pack Shampoo,PC-00549-E,3.35,2.04,0.86,No,No
550,TrueTaste,TrueTaste Lite Sports Drink,T-00550-C,3.23,2.11,2.68,1,no
551,BluePeak,BluePeak Jumbo Sausage,B-00551-Z,6.88,3.8,1.94,Y,True
